Name,Year,DOI,DOI-URL,Accessible
ACS Earth and Space Chemistry,2017,10.1021/acsearthspacechem.7b00009,https://doi.org/10.1021/acsearthspacechem.7b00009,False
ACS Earth and Space Chemistry,2018,10.1021/acsearthspacechem.8b00006,https://doi.org/10.1021/acsearthspacechem.8b00006,False
ACS Earth and Space Chemistry,2019,10.1021/spv003i001_1248649,https://doi.org/10.1021/spv003i001_1248649,False
