Name,Year,DOI,DOI-URL,Accessible
ACS Applied Bio Materials,2018,10.1021/acsabm.8b00445,https://doi.org/10.1021/acsabm.8b00445,False
ACS Applied Bio Materials,2019,10.1021/acsabm.8b00673,https://doi.org/10.1021/acsabm.8b00673,False
